Estado,Tipo_Crime,Ano,Quantidade
PE,Furto,2007,416
BA,Furto,2018,125
PR,Violência Doméstica,2003,387
PE,Homicídio,2004,243
RS,Homicídio,2012,139
SC,Homicídio,2006,219
CE,Violência Doméstica,2018,166
RJ,Tráfico de Drogas,2013,37
PR,Tráfico de Drogas,2007,152
SP,Roubo,2015,309
RJ,Homicídio,2022,464
MG,Furto,2023,163
CE,Homicídio,2014,182
SC,Violência Doméstica,2007,181
SP,Tráfico de Drogas,2001,119
PE,Roubo,2005,355
MG,Tráfico de Drogas,2012,12
CE,Violência Doméstica,2014,325
RS,Roubo,2023,195
RS,Roubo,2017,476
PR,Roubo,2005,402
PR,Tráfico de Drogas,2008,466
SC,Homicídio,2013,427
PR,Violência Doméstica,2008,173
SP,Violência Doméstica,2017,466
CE,Tráfico de Drogas,2003,351
BA,Homicídio,2002,305
SP,Tráfico de Drogas,2011,23
RS,Furto,2007,98
MG,Violência Doméstica,2002,92
SC,Violência Doméstica,2015,326
PR,Homicídio,2001,361
AM,Roubo,2012,316
RJ,Homicídio,2024,445
AM,Furto,2013,409
AM,Tráfico de Drogas,2000,233
SC,Furto,2016,1
SC,Tráfico de Drogas,2011,340
SP,Tráfico de Drogas,2019,463
AM,Homicídio,2001,116
PE,Furto,2000,384
PE,Furto,2021,161
BA,Violência Doméstica,2021,121
AM,Homicídio,2012,345
BA,Tráfico de Drogas,2011,50
SC,Tráfico de Drogas,2023,215
CE,Violência Doméstica,2010,337
PR,Furto,2006,398
MG,Furto,2013,33
SC,Roubo,2000,388
RJ,Furto,2002,233
BA,Violência Doméstica,2004,407
SC,Homicídio,2009,422
MG,Tráfico de Drogas,2021,84
AM,Roubo,2010,183
RS,Homicídio,2018,53
SP,Violência Doméstica,2013,1
SP,Violência Doméstica,2008,71
CE,Homicídio,2004,274
SC,Furto,2009,197
RS,Homicídio,2003,16
AM,Homicídio,2016,36
RJ,Furto,2024,467
PE,Homicídio,2001,12
RS,Tráfico de Drogas,2019,385
RJ,Homicídio,2001,308
RS,Furto,2024,277
PR,Furto,2023,392
PE,Furto,2008,142
SP,Furto,2018,25
SP,Violência Doméstica,2019,281
RJ,Violência Doméstica,2000,57
CE,Furto,2016,323
PE,Furto,2009,146
RJ,Violência Doméstica,2011,484
SP,Homicídio,2011,385
RJ,Tráfico de Drogas,2004,431
PR,Violência Doméstica,2015,74
RJ,Furto,2000,271
RJ,Roubo,2024,27
AM,Roubo,2012,473
CE,Roubo,2023,152
MG,Homicídio,2021,85
AM,Roubo,2023,379
PE,Homicídio,2011,197
RJ,Tráfico de Drogas,2006,377
MG,Roubo,2022,143
BA,Violência Doméstica,2021,463
PE,Furto,2017,104
MG,Homicídio,2005,410
MG,Furto,2000,176
PR,Furto,2023,71
SC,Roubo,2002,250
CE,Homicídio,2021,195
AM,Violência Doméstica,2015,228
SP,Homicídio,2012,424
PE,Homicídio,2000,266
RJ,Roubo,2022,302
PE,Violência Doméstica,2008,124
CE,Violência Doméstica,2015,296
PR,Homicídio,2019,243
CE,Furto,2002,57
AM,Roubo,2021,136
AM,Homicídio,2022,22
AM,Roubo,2001,324
SC,Tráfico de Drogas,2005,90
CE,Furto,2017,414
SP,Roubo,2007,401
BA,Furto,2006,17
AM,Roubo,2008,485
SC,Violência Doméstica,2006,461
CE,Homicídio,2000,355
SC,Tráfico de Drogas,2021,358
MG,Tráfico de Drogas,2000,248
PR,Violência Doméstica,2001,105
AM,Violência Doméstica,2007,292
AM,Violência Doméstica,2024,149
RS,Homicídio,2018,388
CE,Homicídio,2011,70
MG,Furto,2013,32
SP,Violência Doméstica,2009,446
PE,Homicídio,2021,494
MG,Violência Doméstica,2019,489
CE,Tráfico de Drogas,2020,263
BA,Violência Doméstica,2016,354
RJ,Furto,2008,449
SP,Roubo,2007,35
RJ,Furto,2002,351
SP,Tráfico de Drogas,2009,389
RS,Roubo,2020,44
RS,Violência Doméstica,2011,307
SP,Homicídio,2005,367
BA,Roubo,2015,215
RS,Furto,2009,414
PR,Tráfico de Drogas,2013,354
AM,Roubo,2014,294
RS,Tráfico de Drogas,2019,68
MG,Tráfico de Drogas,2001,407
MG,Tráfico de Drogas,2024,167
PR,Tráfico de Drogas,2018,205
PE,Homicídio,2004,290
PR,Tráfico de Drogas,2012,23
AM,Tráfico de Drogas,2010,163
MG,Violência Doméstica,2015,227
RJ,Roubo,2000,246
MG,Violência Doméstica,2018,44
AM,Roubo,2021,200
CE,Roubo,2021,119
SP,Roubo,2003,183
BA,Homicídio,2015,161
SP,Tráfico de Drogas,2000,307
AM,Furto,2018,462
MG,Violência Doméstica,2012,79
RS,Furto,2008,338
SP,Roubo,2015,375
SP,Furto,2017,138
CE,Roubo,2010,282
SP,Violência Doméstica,2005,405
SP,Homicídio,2003,291
SP,Homicídio,2020,480
SC,Violência Doméstica,2004,328
CE,Violência Doméstica,2022,315
RS,Tráfico de Drogas,2004,363
CE,Tráfico de Drogas,2002,267
MG,Roubo,2011,71
RS,Roubo,2019,376
PR,Roubo,2020,360
CE,Roubo,2023,488
RS,Homicídio,2020,322
SC,Homicídio,2020,248
RS,Homicídio,2011,493
BA,Furto,2004,442
PR,Tráfico de Drogas,2022,431
AM,Tráfico de Drogas,2018,492
RS,Furto,2011,364
RS,Furto,2019,227
BA,Furto,2005,304
AM,Homicídio,2020,430
AM,Roubo,2000,340
RS,Homicídio,2002,435
BA,Violência Doméstica,2006,472
BA,Furto,2024,345
PR,Roubo,2023,342
BA,Violência Doméstica,2000,44
PR,Roubo,2015,140
PE,Roubo,2004,71
PR,Tráfico de Drogas,2018,385
RS,Violência Doméstica,2005,286
CE,Roubo,2020,385
MG,Homicídio,2009,216
CE,Roubo,2010,375
SP,Furto,2000,125
SC,Tráfico de Drogas,2006,95
PE,Furto,2024,218
RS,Furto,2024,142
AM,Tráfico de Drogas,2006,222
SP,Violência Doméstica,2024,180
BA,Roubo,2021,109
MG,Furto,2009,188
RS,Roubo,2023,423
SC,Furto,2022,43
MG,Homicídio,2008,451
RS,Tráfico de Drogas,2001,342
AM,Tráfico de Drogas,2011,481
SC,Homicídio,2023,354
PE,Roubo,2009,326
RS,Violência Doméstica,2014,119
SC,Homicídio,2013,336
RS,Tráfico de Drogas,2018,267
BA,Tráfico de Drogas,2007,416
BA,Roubo,2010,314
RS,Furto,2001,364
CE,Violência Doméstica,2020,25
AM,Tráfico de Drogas,2023,208
PE,Furto,2023,408
AM,Violência Doméstica,2021,29
BA,Homicídio,2019,478
RS,Homicídio,2010,493
RJ,Tráfico de Drogas,2012,76
CE,Homicídio,2020,358
PE,Furto,2023,375
CE,Roubo,2017,328
RJ,Tráfico de Drogas,2020,82
CE,Roubo,2022,186
PE,Violência Doméstica,2014,272
MG,Furto,2012,251
BA,Roubo,2006,187
PE,Tráfico de Drogas,2023,339
CE,Homicídio,2001,397
PE,Furto,2001,88
SP,Tráfico de Drogas,2015,211
CE,Homicídio,2020,424
SP,Furto,2007,155
SP,Tráfico de Drogas,2021,297
PE,Homicídio,2021,284
CE,Roubo,2008,14
SC,Furto,2013,456
BA,Homicídio,2017,47
RJ,Roubo,2006,393
RS,Violência Doméstica,2020,28
SP,Violência Doméstica,2020,357
MG,Violência Doméstica,2004,257
SP,Roubo,2012,247
CE,Violência Doméstica,2013,333
SC,Violência Doméstica,2013,290
RJ,Tráfico de Drogas,2006,412
CE,Furto,2011,348
SP,Furto,2005,393
AM,Violência Doméstica,2015,488
SP,Furto,2014,226
SP,Homicídio,2008,17
MG,Homicídio,2001,151
RS,Violência Doméstica,2009,358
MG,Violência Doméstica,2008,91
SC,Violência Doméstica,2013,490
CE,Furto,2011,260
PE,Homicídio,2000,204
RS,Roubo,2015,76
PR,Roubo,2006,381
PR,Roubo,2021,260
PR,Roubo,2024,494
CE,Violência Doméstica,2000,224
RS,Homicídio,2007,258
AM,Furto,2020,22
PR,Homicídio,2010,45
CE,Violência Doméstica,2013,190
AM,Roubo,2005,208
RJ,Violência Doméstica,2003,16
RS,Roubo,2020,18
SC,Tráfico de Drogas,2023,281
SP,Homicídio,2003,35
SP,Homicídio,2003,486
AM,Tráfico de Drogas,2014,408
RS,Roubo,2009,43
SC,Violência Doméstica,2009,9
MG,Homicídio,2002,231
PE,Tráfico de Drogas,2013,493
RJ,Violência Doméstica,2006,99
AM,Tráfico de Drogas,2017,8
SP,Tráfico de Drogas,2017,57
AM,Tráfico de Drogas,2002,280
CE,Furto,2008,235
MG,Roubo,2007,423
RJ,Tráfico de Drogas,2011,312
MG,Tráfico de Drogas,2017,23
BA,Roubo,2001,21
AM,Tráfico de Drogas,2023,116
PE,Homicídio,2014,377
MG,Roubo,2014,478
RS,Homicídio,2011,489
RJ,Violência Doméstica,2021,453
MG,Roubo,2023,426
CE,Homicídio,2023,427
PE,Homicídio,2016,16
RS,Furto,2021,190
PE,Tráfico de Drogas,2004,73
AM,Roubo,2013,100
RJ,Furto,2024,456
RS,Tráfico de Drogas,2014,1
RJ,Homicídio,2024,424
MG,Roubo,2015,499
AM,Tráfico de Drogas,2000,490
BA,Violência Doméstica,2009,440
AM,Violência Doméstica,2006,269
RS,Homicídio,2015,334
SP,Tráfico de Drogas,2006,394
CE,Violência Doméstica,2007,199
MG,Homicídio,2003,165
AM,Violência Doméstica,2004,373
BA,Furto,2020,76
CE,Homicídio,2015,353
BA,Tráfico de Drogas,2014,174
CE,Tráfico de Drogas,2024,243
MG,Homicídio,2000,333
PR,Roubo,2011,371
MG,Homicídio,2018,490
AM,Roubo,2013,318
AM,Homicídio,2006,284
SP,Tráfico de Drogas,2000,314
CE,Violência Doméstica,2017,421
AM,Tráfico de Drogas,2024,409
RJ,Tráfico de Drogas,2017,174
PR,Homicídio,2004,359
SC,Tráfico de Drogas,2021,214
AM,Tráfico de Drogas,2004,295
AM,Homicídio,2011,484
AM,Furto,2014,278
RJ,Tráfico de Drogas,2024,201
MG,Tráfico de Drogas,2017,43
RS,Tráfico de Drogas,2014,379
SC,Violência Doméstica,2018,56
MG,Homicídio,2002,215
MG,Furto,2019,363
AM,Violência Doméstica,2003,353
SC,Tráfico de Drogas,2023,167
RJ,Homicídio,2020,159
AM,Tráfico de Drogas,2011,420
SP,Homicídio,2011,103
RS,Homicídio,2020,53
SC,Furto,2007,77
BA,Roubo,2015,433
CE,Tráfico de Drogas,2002,158
SC,Homicídio,2002,422
SP,Furto,2018,101
RJ,Violência Doméstica,2021,457
BA,Roubo,2008,234
RS,Furto,2021,96
SP,Homicídio,2022,245
SP,Tráfico de Drogas,2021,352
AM,Tráfico de Drogas,2012,49
RS,Furto,2012,221
AM,Roubo,2002,95
BA,Violência Doméstica,2023,134
SP,Tráfico de Drogas,2004,199
PE,Homicídio,2011,269
SC,Homicídio,2004,406
RS,Violência Doméstica,2010,133
PR,Violência Doméstica,2002,34
PR,Furto,2018,73
MG,Violência Doméstica,2008,393
BA,Roubo,2002,454
PE,Homicídio,2001,178
AM,Furto,2017,38
CE,Furto,2022,385
CE,Tráfico de Drogas,2019,144
RJ,Violência Doméstica,2020,396
RS,Violência Doméstica,2021,487
SC,Furto,2007,391
PE,Tráfico de Drogas,2009,173
PE,Tráfico de Drogas,2002,271
PR,Roubo,2017,335
SP,Tráfico de Drogas,2007,344
RS,Roubo,2000,466
AM,Roubo,2007,96
RS,Furto,2012,116
BA,Tráfico de Drogas,2022,238
AM,Homicídio,2000,459
SC,Tráfico de Drogas,2004,393
SP,Tráfico de Drogas,2001,457
PE,Furto,2021,364
CE,Violência Doméstica,2006,35
RJ,Tráfico de Drogas,2013,347
PR,Violência Doméstica,2011,148
PE,Tráfico de Drogas,2005,97
SC,Tráfico de Drogas,2000,489
RS,Homicídio,2016,302
PR,Violência Doméstica,2009,121
MG,Roubo,2023,34
CE,Roubo,2021,104
CE,Roubo,2010,282
PR,Furto,2003,418
RJ,Furto,2012,178
RS,Violência Doméstica,2006,123
RJ,Furto,2002,292
RJ,Roubo,2006,170
BA,Homicídio,2011,17
PR,Furto,2005,167
PR,Roubo,2001,78
RJ,Homicídio,2002,373
RJ,Tráfico de Drogas,2010,137
MG,Violência Doméstica,2012,365
RS,Violência Doméstica,2018,114
CE,Roubo,2011,167
AM,Roubo,2020,447
CE,Violência Doméstica,2017,328
PR,Roubo,2009,62
BA,Roubo,2012,44
PE,Furto,2010,148
PE,Tráfico de Drogas,2007,27
CE,Roubo,2006,287
SP,Roubo,2015,80
SC,Furto,2009,85
RJ,Violência Doméstica,2022,344
PE,Furto,2005,379
RJ,Tráfico de Drogas,2000,62
BA,Tráfico de Drogas,2019,248
PR,Homicídio,2013,171
MG,Furto,2005,359
BA,Homicídio,2008,264
AM,Furto,2006,123
CE,Homicídio,2020,330
BA,Tráfico de Drogas,2016,496
AM,Roubo,2009,489
BA,Violência Doméstica,2008,286
PE,Roubo,2019,367
RJ,Furto,2013,371
CE,Roubo,2018,342
PE,Homicídio,2024,63
SP,Violência Doméstica,2015,264
AM,Homicídio,2006,469
RJ,Tráfico de Drogas,2006,298
MG,Homicídio,2006,263
MG,Violência Doméstica,2021,110
RS,Tráfico de Drogas,2018,104
SC,Tráfico de Drogas,2019,247
SP,Furto,2013,332
CE,Homicídio,2005,298
RS,Homicídio,2021,430
AM,Tráfico de Drogas,2003,232
RJ,Tráfico de Drogas,2011,121
CE,Roubo,2002,70
SC,Roubo,2013,103
PE,Violência Doméstica,2013,50
RJ,Furto,2006,29
PR,Roubo,2007,432
PE,Roubo,2016,119
MG,Tráfico de Drogas,2010,212
MG,Roubo,2015,334
SP,Violência Doméstica,2006,211
SC,Roubo,2003,246
CE,Violência Doméstica,2003,405
SC,Furto,2006,11
AM,Tráfico de Drogas,2016,123
RJ,Homicídio,2021,285
PE,Tráfico de Drogas,2004,390
PR,Tráfico de Drogas,2002,485
PE,Homicídio,2021,340
SC,Tráfico de Drogas,2008,307
BA,Violência Doméstica,2001,431
CE,Homicídio,2020,59
CE,Furto,2024,203
SC,Roubo,2005,381
CE,Tráfico de Drogas,2014,253
SP,Violência Doméstica,2007,164
CE,Homicídio,2000,15
PR,Violência Doméstica,2020,347
PE,Roubo,2016,470
AM,Violência Doméstica,2003,1
PE,Roubo,2020,305
AM,Furto,2006,468
PR,Furto,2012,291
BA,Tráfico de Drogas,2024,106
CE,Violência Doméstica,2017,27
RJ,Furto,2011,163
RS,Homicídio,2011,113
AM,Roubo,2020,281
SC,Roubo,2022,482
RS,Tráfico de Drogas,2004,165
BA,Furto,2016,181
CE,Roubo,2017,191
CE,Violência Doméstica,2023,317
MG,Roubo,2006,223
AM,Tráfico de Drogas,2007,76
CE,Violência Doméstica,2000,101
AM,Violência Doméstica,2015,267
BA,Roubo,2014,268
BA,Tráfico de Drogas,2007,56
MG,Roubo,2000,213
SP,Roubo,2004,376
MG,Tráfico de Drogas,2004,414
BA,Tráfico de Drogas,2005,114
RJ,Furto,2009,127
PR,Tráfico de Drogas,2023,234
PE,Furto,2012,280
RJ,Tráfico de Drogas,2021,342
MG,Roubo,2012,367
AM,Roubo,2007,10
PR,Roubo,2004,231
RS,Violência Doméstica,2018,425
RJ,Violência Doméstica,2023,437
SP,Violência Doméstica,2018,391
BA,Tráfico de Drogas,2022,341
RJ,Homicídio,2006,30
CE,Furto,2008,118
PR,Roubo,2015,168
PR,Violência Doméstica,2017,217
PR,Furto,2009,469
BA,Roubo,2007,28
RJ,Homicídio,2001,253
RJ,Tráfico de Drogas,2020,133
BA,Furto,2013,446
PR,Furto,2002,83
SP,Violência Doméstica,2002,8
SP,Tráfico de Drogas,2021,342
SP,Tráfico de Drogas,2015,261
CE,Homicídio,2003,445
SC,Furto,2018,272
AM,Tráfico de Drogas,2022,181
BA,Tráfico de Drogas,2007,159
SC,Furto,2016,471
MG,Homicídio,2020,387
SP,Violência Doméstica,2009,12
RS,Homicídio,2009,77
RS,Tráfico de Drogas,2000,459
SC,Violência Doméstica,2019,24
MG,Roubo,2016,162
RS,Furto,2022,107
RJ,Roubo,2000,212
SC,Tráfico de Drogas,2012,81
BA,Violência Doméstica,2001,60
AM,Tráfico de Drogas,2015,430
MG,Violência Doméstica,2024,9
RJ,Violência Doméstica,2009,242
RJ,Roubo,2000,332
CE,Furto,2006,143
MG,Violência Doméstica,2018,129
PE,Tráfico de Drogas,2022,492
MG,Roubo,2021,265
RS,Violência Doméstica,2020,170
SP,Violência Doméstica,2021,315
SC,Violência Doméstica,2010,263
PR,Furto,2006,141
RJ,Homicídio,2010,477
SC,Tráfico de Drogas,2019,43
AM,Homicídio,2001,277
SC,Furto,2014,144
SP,Furto,2012,32
PR,Roubo,2001,130
RJ,Homicídio,2008,447
RJ,Furto,2007,344
RS,Violência Doméstica,2022,102
BA,Tráfico de Drogas,2024,1
RS,Homicídio,2012,192
PR,Violência Doméstica,2017,222
RS,Roubo,2005,472
RS,Roubo,2009,209
AM,Homicídio,2002,14
CE,Furto,2004,217
PR,Furto,2015,348
MG,Homicídio,2002,112
RS,Tráfico de Drogas,2013,131
PR,Furto,2004,499
BA,Homicídio,2002,68
RJ,Roubo,2022,95
SP,Homicídio,2021,243
CE,Homicídio,2019,450
SP,Roubo,2004,11
MG,Furto,2020,338
CE,Homicídio,2024,153
AM,Homicídio,2024,460
PE,Violência Doméstica,2000,417
RJ,Tráfico de Drogas,2001,395
AM,Furto,2017,468
PR,Roubo,2019,374
BA,Furto,2005,250
CE,Tráfico de Drogas,2001,149
SC,Roubo,2003,132
PR,Tráfico de Drogas,2010,218
MG,Roubo,2004,110
PE,Homicídio,2021,140
RS,Violência Doméstica,2018,88
CE,Furto,2003,20
BA,Tráfico de Drogas,2017,425
PR,Violência Doméstica,2005,175
RJ,Roubo,2002,158
MG,Roubo,2015,211
SP,Violência Doméstica,2020,427
RJ,Violência Doméstica,2018,187
SP,Violência Doméstica,2013,95
AM,Tráfico de Drogas,2016,315
RS,Furto,2019,238
PE,Tráfico de Drogas,2003,137
RJ,Violência Doméstica,2009,5
SC,Violência Doméstica,2011,336
CE,Roubo,2003,205
CE,Homicídio,2008,289
AM,Tráfico de Drogas,2015,103
PR,Violência Doméstica,2017,206
RJ,Roubo,2011,88
CE,Violência Doméstica,2021,451
MG,Homicídio,2010,62
RJ,Tráfico de Drogas,2009,404
SC,Roubo,2024,284
MG,Roubo,2015,267
BA,Roubo,2024,347
BA,Violência Doméstica,2013,24
BA,Homicídio,2017,449
PE,Roubo,2018,238
AM,Homicídio,2006,167
BA,Furto,2019,494
AM,Violência Doméstica,2000,73
CE,Homicídio,2004,132
RS,Roubo,2006,222
SP,Tráfico de Drogas,2004,483
RJ,Homicídio,2008,111
RS,Homicídio,2011,203
PR,Tráfico de Drogas,2009,2
AM,Roubo,2007,330
CE,Tráfico de Drogas,2009,277
CE,Tráfico de Drogas,2010,301
PR,Tráfico de Drogas,2022,12
SC,Violência Doméstica,2016,476
CE,Violência Doméstica,2020,188
SP,Violência Doméstica,2011,363
SC,Roubo,2013,393
CE,Homicídio,2017,397
RS,Furto,2006,88
CE,Homicídio,2009,277
SC,Furto,2004,448
BA,Roubo,2006,350
PE,Homicídio,2006,34
BA,Tráfico de Drogas,2009,452
CE,Violência Doméstica,2006,270
MG,Violência Doméstica,2009,13
RJ,Roubo,2010,118
BA,Violência Doméstica,2021,234
RJ,Roubo,2007,495
SP,Furto,2006,286
PE,Homicídio,2003,386
AM,Violência Doméstica,2004,84
RJ,Homicídio,2016,268
BA,Furto,2010,205
MG,Roubo,2015,487
PE,Furto,2020,170
AM,Violência Doméstica,2011,356
RJ,Furto,2014,131
SC,Violência Doméstica,2002,188
CE,Roubo,2022,493
CE,Homicídio,2007,347
RJ,Roubo,2013,7
MG,Furto,2021,336
MG,Violência Doméstica,2022,299
SP,Homicídio,2013,362
SP,Violência Doméstica,2018,197
RS,Roubo,2019,217
SC,Roubo,2005,219
BA,Homicídio,2006,243
CE,Violência Doméstica,2019,240
BA,Homicídio,2006,444
CE,Furto,2020,192
PE,Tráfico de Drogas,2018,274
SP,Homicídio,2016,364
SC,Furto,2004,417
PR,Tráfico de Drogas,2002,24
CE,Furto,2018,18
CE,Tráfico de Drogas,2009,278
MG,Roubo,2005,378
BA,Homicídio,2023,335
PR,Furto,2022,329
RJ,Violência Doméstica,2012,299
AM,Tráfico de Drogas,2007,385
RJ,Tráfico de Drogas,2006,195
BA,Violência Doméstica,2000,385
MG,Tráfico de Drogas,2021,109
MG,Violência Doméstica,2007,54
SC,Furto,2001,44
AM,Violência Doméstica,2022,176
MG,Furto,2011,373
MG,Homicídio,2010,432
SP,Furto,2017,31
RJ,Tráfico de Drogas,2014,16
SC,Violência Doméstica,2003,155
PR,Violência Doméstica,2018,254
RS,Furto,2001,238
CE,Roubo,2011,26
BA,Violência Doméstica,2016,139
RS,Tráfico de Drogas,2011,101
AM,Violência Doméstica,2015,486
PR,Roubo,2005,198
BA,Homicídio,2013,3
CE,Roubo,2018,387
PE,Furto,2011,158
MG,Homicídio,2010,313
SP,Homicídio,2016,137
PE,Roubo,2015,145
CE,Tráfico de Drogas,2021,302
PE,Roubo,2002,303
CE,Furto,2007,452
RJ,Tráfico de Drogas,2023,397
RS,Homicídio,2008,328
PR,Roubo,2006,201
PR,Violência Doméstica,2002,327
RJ,Furto,2007,105
BA,Violência Doméstica,2002,116
PR,Homicídio,2001,434
SC,Roubo,2008,131
AM,Homicídio,2020,435
PR,Roubo,2003,88
RJ,Tráfico de Drogas,2015,100
SP,Furto,2012,444
MG,Roubo,2018,333
AM,Tráfico de Drogas,2003,225
BA,Roubo,2018,156
CE,Tráfico de Drogas,2010,340
SP,Homicídio,2010,162
AM,Violência Doméstica,2004,288
BA,Homicídio,2013,249
SC,Homicídio,2007,103
SC,Roubo,2016,155
RJ,Homicídio,2019,481
PE,Homicídio,2023,156
PE,Roubo,2000,281
PR,Furto,2002,193
CE,Roubo,2013,7
BA,Homicídio,2004,200
PR,Violência Doméstica,2003,53
BA,Tráfico de Drogas,2006,396
RS,Homicídio,2022,18
PE,Furto,2006,488
SC,Homicídio,2002,167
CE,Furto,2018,8
SC,Violência Doméstica,2014,454
BA,Homicídio,2009,458
AM,Tráfico de Drogas,2022,400
SP,Furto,2011,193
CE,Furto,2000,113
PR,Furto,2021,158
RS,Violência Doméstica,2007,245
BA,Tráfico de Drogas,2021,110
AM,Violência Doméstica,2008,483
AM,Furto,2012,386
RJ,Roubo,2017,138
SC,Furto,2010,166
PR,Homicídio,2023,387
AM,Furto,2022,310
SP,Tráfico de Drogas,2009,87
BA,Homicídio,2002,499
PR,Violência Doméstica,2022,246
AM,Tráfico de Drogas,2024,295
PR,Furto,2003,392
CE,Furto,2004,21
PE,Roubo,2019,147
RS,Tráfico de Drogas,2020,300
MG,Homicídio,2000,79
SC,Homicídio,2018,361
AM,Roubo,2024,180
CE,Roubo,2008,399
AM,Violência Doméstica,2016,173
MG,Tráfico de Drogas,2014,190
CE,Furto,2003,336
AM,Homicídio,2021,380
AM,Violência Doméstica,2009,379
AM,Furto,2019,373
BA,Furto,2015,56
CE,Homicídio,2000,169
PR,Roubo,2001,54
RS,Roubo,2012,328
BA,Roubo,2001,266
RS,Furto,2001,104
AM,Furto,2022,392
MG,Tráfico de Drogas,2003,17
MG,Tráfico de Drogas,2005,1
RS,Tráfico de Drogas,2000,117
SC,Roubo,2010,41
SC,Roubo,2009,142
PR,Violência Doméstica,2011,83
SP,Roubo,2010,72
SC,Violência Doméstica,2003,311
BA,Roubo,2021,149
CE,Homicídio,2013,420
MG,Tráfico de Drogas,2020,45
PE,Furto,2019,310
AM,Tráfico de Drogas,2007,353
BA,Roubo,2021,69
CE,Roubo,2007,311
CE,Homicídio,2005,442
AM,Homicídio,2016,204
SC,Roubo,2003,129
AM,Roubo,2010,112
SP,Roubo,2016,209
PE,Roubo,2007,420
CE,Roubo,2003,442
BA,Tráfico de Drogas,2022,18
SP,Roubo,2003,483
AM,Homicídio,2017,498
PE,Furto,2023,72
BA,Furto,2004,435
SP,Tráfico de Drogas,2017,125
MG,Roubo,2016,190
MG,Homicídio,2012,448
PE,Roubo,2004,311
BA,Homicídio,2024,209
RJ,Furto,2001,449
CE,Homicídio,2009,70
RJ,Homicídio,2016,31
RS,Roubo,2001,44
AM,Tráfico de Drogas,2017,448
RS,Roubo,2001,462
RJ,Tráfico de Drogas,2007,33
BA,Furto,2006,92
CE,Violência Doméstica,2020,397
SC,Furto,2009,192
PR,Violência Doméstica,2004,231
BA,Furto,2010,213
SC,Homicídio,2000,53
MG,Homicídio,2014,151
PE,Violência Doméstica,2018,381
SP,Furto,2003,183
SC,Furto,2002,314
SP,Violência Doméstica,2001,93
MG,Furto,2001,319
BA,Violência Doméstica,2011,8
SC,Roubo,2003,245
BA,Violência Doméstica,2009,376
MG,Roubo,2015,14
CE,Violência Doméstica,2000,434
BA,Tráfico de Drogas,2004,31
AM,Tráfico de Drogas,2018,156
RS,Tráfico de Drogas,2005,58
MG,Violência Doméstica,2009,107
RS,Roubo,2011,227
SP,Violência Doméstica,2012,244
CE,Tráfico de Drogas,2019,62
PR,Violência Doméstica,2004,205
SP,Tráfico de Drogas,2010,332
RS,Roubo,2005,371
BA,Violência Doméstica,2012,298
BA,Violência Doméstica,2022,93
PE,Tráfico de Drogas,2009,335
AM,Violência Doméstica,2016,166
MG,Roubo,2013,110
PE,Tráfico de Drogas,2016,26
RS,Furto,2004,243
RS,Violência Doméstica,2011,234
RJ,Violência Doméstica,2006,451
RJ,Homicídio,2000,208
RS,Furto,2020,22
BA,Violência Doméstica,2008,53
AM,Furto,2012,371
CE,Roubo,2002,215
PR,Homicídio,2021,227
CE,Furto,2005,131
RJ,Violência Doméstica,2016,435
AM,Tráfico de Drogas,2006,284
RS,Homicídio,2006,192
SC,Violência Doméstica,2017,89
SC,Roubo,2003,216
BA,Furto,2005,32
CE,Roubo,2024,265
SP,Roubo,2008,108
PE,Violência Doméstica,2003,363
PE,Tráfico de Drogas,2019,184
RS,Homicídio,2006,144
BA,Homicídio,2010,347
BA,Roubo,2018,436
MG,Tráfico de Drogas,2018,447
AM,Roubo,2013,311
SP,Tráfico de Drogas,2021,172
AM,Tráfico de Drogas,2012,27
AM,Homicídio,2007,326
MG,Furto,2012,394
SC,Violência Doméstica,2014,464
SC,Roubo,2022,330
PR,Violência Doméstica,2007,464
AM,Tráfico de Drogas,2010,434
PR,Furto,2008,197
AM,Tráfico de Drogas,2003,6
CE,Roubo,2020,103
PE,Homicídio,2014,28
AM,Roubo,2015,412
SC,Furto,2016,480
BA,Roubo,2000,163
RJ,Roubo,2003,422
SC,Furto,2015,472
BA,Tráfico de Drogas,2000,154
BA,Violência Doméstica,2001,202
BA,Roubo,2003,172
MG,Roubo,2000,147
BA,Furto,2015,93
AM,Roubo,2001,462
RJ,Tráfico de Drogas,2017,48
SP,Violência Doméstica,2014,288
MG,Homicídio,2001,68
PE,Tráfico de Drogas,2012,203
MG,Tráfico de Drogas,2022,208
PR,Homicídio,2003,290
SP,Violência Doméstica,2024,450
RS,Tráfico de Drogas,2012,217
RS,Furto,2012,94
PR,Furto,2015,268
SC,Violência Doméstica,2013,436
PR,Furto,2009,395
PR,Furto,2014,148
BA,Homicídio,2020,46
RJ,Furto,2010,180
SP,Roubo,2016,141
BA,Tráfico de Drogas,2000,332
RJ,Roubo,2019,296
AM,Homicídio,2016,267
AM,Tráfico de Drogas,2002,234
RS,Homicídio,2017,161
RS,Tráfico de Drogas,2002,493
AM,Furto,2021,483
MG,Furto,2016,461
RJ,Violência Doméstica,2013,486
CE,Roubo,2017,38
BA,Violência Doméstica,2018,111
MG,Violência Doméstica,2003,404
SC,Furto,2022,179
RS,Roubo,2008,207
SC,Tráfico de Drogas,2006,212
SC,Roubo,2023,283
SP,Homicídio,2012,436
SP,Homicídio,2016,491
